row_id,pool,model,provider,source_run,task_id,task_family,language,domain,arm,repetition,candidate_applies,patch_apply_check_ok,stage1_success,state_contract_valid,extract_ok,action_governance_success,test_passed,deterministic_edit_apply_success,state_json_valid,answer_success,candidate_validate_ok,stage1_state_valid,docker_verifier_entered,stage2_stage_contract_valid,edit_json_valid,generation_ok,state_governance_success,reliable_composite_success,stage1_json_valid,docker_scored,stage1_prompt_chars,created_files_count,timeout_seconds,context_chars,file_op_max_files,repeat_index,reward,max_tokens,stage1_completion_tokens,budget,prompt_chars,completion_tokens,retry_count,stage1_prompt_tokens,skipped_count,included_count,jobs,candidate_file_count,deleted_files_count,modified_files_count,stage1_total_tokens,prompt_tokens,search_replace_max_edits,total_tokens,stage1_max_tokens,row_index,repair_count,state_contract,edit_format,patch_transport,failure_step,failure_reason,final_failure_category,finish_reason,stage1_finish_reason,method,action_governance_harmonized,timestamp_utc
22b4e8a7dc70f01e2332a9a7,deepseek_clean,deepseek-v4-flash,,roadmapbench_mainmatrix_v2_deepseek_flash_30task_v3_v4_8rep_960_20260707,dsl-2.2.0-roadmap,dsl,Rust,ORM & Validation,single_shot_v3,4,,,,1,0,0,,0,1,,,,,,1,1,0,,,,,,,319964,8,4,,,,600,370925,11640,,,613,25,,638,,,,101946,6,113586,,21,0,answer_state,file_ops_json,edit_json,edit_apply_failed,edit_apply_failed,edit_apply_failed,stop,,loop_only,0,2026-07-07T10:25:57.524422Z
485d0b0a56dc76bccc9aadf6,deepseek_clean,deepseek-v4-flash,,roadmapbench_mainmatrix_v2_deepseek_flash_30task_v3_v4_8rep_960_20260707,dsl-2.2.0-roadmap,dsl,Rust,ORM & Validation,single_shot_v3,5,,,,1,0,0,,0,1,,,,,,1,1,0,,,,,,,319964,8,5,,,,600,370925,4962,,,613,25,,638,,,,101946,6,106908,,22,0,answer_state,file_ops_json,edit_json,edit_apply_failed,edit_apply_failed,edit_apply_failed,stop,,loop_only,0,2026-07-07T10:25:24.587464Z
091b815199d583f5c47bc94e,deepseek_clean,deepseek-v4-flash,,roadmapbench_mainmatrix_v2_deepseek_flash_30task_v3_v4_8rep_960_20260707,dsl-2.2.0-roadmap,dsl,Rust,ORM & Validation,single_shot_v3,6,,,,1,0,0,,0,1,,,,,,1,1,0,,,,,,,319964,8,6,,,,600,370925,4238,,,613,25,,638,,,,101946,6,106184,,23,0,answer_state,file_ops_json,edit_json,edit_apply_failed,edit_apply_failed,edit_apply_failed,stop,,loop_only,0,2026-07-07T10:25:23.433125Z
48697812e468f76d2d66d6af,deepseek_clean,deepseek-v4-flash,,roadmapbench_mainmatrix_v2_deepseek_flash_30task_v3_v4_8rep_960_20260707,dsl-2.2.0-roadmap,dsl,Rust,ORM & Validation,single_shot_v3,7,,,,1,0,0,,0,1,,,,,,1,1,0,,,,,,,319964,8,7,,,,600,370925,4564,,,613,25,,638,,,,101946,6,106510,,24,0,answer_state,file_ops_json,edit_json,edit_apply_failed,edit_apply_failed,edit_apply_failed,stop,,loop_only,0,2026-07-07T10:25:37.657063Z
160ea5a2cf42398a63573b02,deepseek_clean,deepseek-v4-flash,,roadmapbench_mainmatrix_v2_deepseek_flash_30task_v3_v4_8rep_960_20260707,dsl-2.2.0-roadmap,dsl,Rust,ORM & Validation,staged_v4,0,,,1,1,0,0,,0,1,,,1,,1,1,1,0,,,,50173,,,319964,64,0,,,814,600,371706,15273,,14285,613,25,,638,,,15099,104873,6,120146,,25,1,answer_state,file_ops_json,edit_json,edit_apply_failed,edit_apply_failed,edit_apply_failed,stop,stop,loop_only,0,2026-07-07T10:28:46.547937Z
5622612bb998b26130b83248,deepseek_clean,deepseek-v4-flash,,roadmapbench_mainmatrix_v2_deepseek_flash_30task_v3_v4_8rep_960_20260707,dsl-2.2.0-roadmap,dsl,Rust,ORM & Validation,staged_v4,1,,,1,1,0,0,,0,1,,,1,,1,1,1,0,,,,50173,,,319964,64,1,,,971,600,371706,11124,,14285,613,25,,638,,,15256,105144,6,116268,,26,1,answer_state,file_ops_json,edit_json,edit_apply_failed,edit_apply_failed,edit_apply_failed,stop,stop,loop_only,0,2026-07-07T10:27:47.770115Z
2f6344586335f549b67d6b85,deepseek_clean,deepseek-v4-flash,,roadmapbench_mainmatrix_v2_deepseek_flash_30task_v3_v4_8rep_960_20260707,dsl-2.2.0-roadmap,dsl,Rust,ORM & Validation,staged_v4,2,,,1,1,0,0,,0,1,,,1,,1,1,1,0,,,,50173,,,319964,64,2,,,1072,600,371706,7710,,14285,613,25,,638,,,15357,103824,6,111534,,27,1,answer_state,file_ops_json,edit_json,edit_apply_failed,edit_apply_failed,edit_apply_failed,stop,stop,loop_only,0,2026-07-07T10:29:44.195074Z
497e2e89901bdcda17242b07,deepseek_clean,deepseek-v4-flash,,roadmapbench_mainmatrix_v2_deepseek_flash_30task_v3_v4_8rep_960_20260707,dsl-2.2.0-roadmap,dsl,Rust,ORM & Validation,staged_v4,3,,,1,1,0,0,,0,1,,,1,,1,1,1,0,,,,50173,,,319964,64,3,,,897,600,371706,5933,,14285,613,25,,638,,,15182,103659,6,109592,,28,1,answer_state,file_ops_json,edit_json,edit_apply_failed,edit_apply_failed,edit_apply_failed,stop,stop,loop_only,0,2026-07-07T10:27:43.073535Z
1344d86bdf555c9f40dabb72,deepseek_clean,deepseek-v4-flash,,roadmapbench_mainmatrix_v2_deepseek_flash_30task_v3_v4_8rep_960_20260707,dsl-2.2.0-roadmap,dsl,Rust,ORM & Validation,staged_v4,4,,,1,1,0,0,,0,1,,,1,,1,1,1,0,,,,50173,,,319964,64,4,,,1003,600,371706,4652,,14285,613,25,,638,,,15288,105070,6,109722,,29,1,answer_state,file_ops_json,edit_json,edit_apply_failed,edit_apply_failed,edit_apply_failed,stop,stop,loop_only,0,2026-07-07T10:29:09.403229Z
ebd9258bd2e9da635e058eaf,deepseek_clean,deepseek-v4-flash,,roadmapbench_mainmatrix_v2_deepseek_flash_30task_v3_v4_8rep_960_20260707,dsl-2.2.0-roadmap,dsl,Rust,ORM & Validation,staged_v4,5,,,1,1,0,0,,0,1,,,1,,1,1,1,0,,,,50173,,,319964,64,5,,,909,600,371706,4591,,14285,613,25,,638,,,15194,104906,6,109497,,30,1,answer_state,file_ops_json,edit_json,edit_apply_failed,edit_apply_failed,edit_apply_failed,stop,stop,loop_only,0,2026-07-07T10:29:35.281239Z
9ed305f634cbf8ec4e2b128b,deepseek_clean,deepseek-v4-flash,,roadmapbench_mainmatrix_v2_deepseek_flash_30task_v3_v4_8rep_960_20260707,dsl-2.2.0-roadmap,dsl,Rust,ORM & Validation,staged_v4,6,,,1,1,0,0,,0,1,,,1,,1,1,1,0,,,,50173,,,319964,64,6,,,884,600,371706,4815,,14285,613,25,,638,,,15169,105127,6,109942,,31,1,answer_state,file_ops_json,edit_json,edit_apply_failed,edit_apply_failed,edit_apply_failed,stop,stop,loop_only,0,2026-07-07T10:30:27.828247Z
83ebc550c2aee46037d0ad1b,deepseek_clean,deepseek-v4-flash,,roadmapbench_mainmatrix_v2_deepseek_flash_30task_v3_v4_8rep_960_20260707,dsl-2.2.0-roadmap,dsl,Rust,ORM & Validation,staged_v4,7,,,1,1,0,0,,0,1,,,1,,1,1,1,0,,,,50173,,,319964,64,7,,,911,600,371706,8817,,14285,613,25,,638,,,15196,105153,6,113970,,32,1,answer_state,file_ops_json,edit_json,edit_apply_failed,edit_apply_failed,edit_apply_failed,stop,stop,loop_only,0,2026-07-07T10:31:04.357105Z
14ba991726b47e535457b92d,deepseek_clean,deepseek-v4-flash,,roadmapbench_mainmatrix_v2_deepseek_flash_30task_v3_v4_8rep_960_20260707,dsl-2.3.0-roadmap,dsl,Rust,ORM & Validation,single_shot_v3,0,,,,1,0,0,,0,1,,,,,,1,1,0,,,,,,,319994,8,0,,,,600,373541,15592,,,648,32,,680,,,,103852,6,119444,,33,0,answer_state,file_ops_json,edit_json,edit_apply_failed,edit_apply_failed,edit_apply_failed,stop,,loop_only,0,2026-07-07T10:31:06.923752Z
8aabd83e6c3f93f2cb2cbdcd,deepseek_clean,deepseek-v4-flash,,roadmapbench_mainmatrix_v2_deepseek_flash_30task_v3_v4_8rep_960_20260707,dsl-2.3.0-roadmap,dsl,Rust,ORM & Validation,single_shot_v3,1,,,,1,0,0,,0,1,,,,,,1,1,0,,,,,,,319994,8,1,,,,600,373541,14154,,,648,32,,680,,,,103852,6,118006,,34,0,answer_state,file_ops_json,edit_json,edit_apply_failed,edit_apply_failed,edit_apply_failed,stop,,loop_only,0,2026-07-07T10:30:44.249898Z
841d57334bd1d0a411267e98,deepseek_clean,deepseek-v4-flash,,roadmapbench_mainmatrix_v2_deepseek_flash_30task_v3_v4_8rep_960_20260707,dsl-2.3.0-roadmap,dsl,Rust,ORM & Validation,single_shot_v3,2,,,,1,0,0,,0,1,,,,,,1,1,0,,,,,,,319994,8,2,,,,600,373541,12981,,,648,32,,680,,,,103852,6,116833,,35,0,answer_state,file_ops_json,edit_json,edit_apply_failed,edit_apply_failed,edit_apply_failed,stop,,loop_only,0,2026-07-07T10:31:46.321093Z
38eed8bfdf206aedddf269f2,deepseek_clean,deepseek-v4-flash,,roadmapbench_mainmatrix_v2_deepseek_flash_30task_v3_v4_8rep_960_20260707,dsl-2.3.0-roadmap,dsl,Rust,ORM & Validation,single_shot_v3,3,,1,,1,1,1,0,1,1,0,1,,,,1,1,1,0,,1,,,,319994,8,3,0.0,,,600,373541,11148,,,648,32,,680,,,,103852,6,115000,,36,0,answer_state,file_ops_json,edit_json,test_failed,,,stop,,loop_only,1,2026-07-07T13:13:30.434005Z
b1d33262c7e5ee55d275721e,deepseek_clean,deepseek-v4-flash,,roadmapbench_mainmatrix_v2_deepseek_flash_30task_v3_v4_8rep_960_20260707,dsl-2.3.0-roadmap,dsl,Rust,ORM & Validation,single_shot_v3,4,,,,1,0,0,,0,1,,,,,,1,1,0,,,,,,,319994,8,4,,,,600,373541,15316,,,648,32,,680,,,,103852,6,119168,,37,0,answer_state,file_ops_json,edit_json,edit_apply_failed,edit_apply_failed,edit_apply_failed,stop,,loop_only,0,2026-07-07T10:32:34.765465Z
19639e7c967b4faa36b021a9,deepseek_clean,deepseek-v4-flash,,roadmapbench_mainmatrix_v2_deepseek_flash_30task_v3_v4_8rep_960_20260707,dsl-2.3.0-roadmap,dsl,Rust,ORM & Validation,single_shot_v3,5,,1,,1,1,1,0,1,1,0,1,,,,1,1,1,0,,1,,,,319994,8,5,0.0,,,600,373541,12175,,,648,32,,680,,,,103852,6,116027,,38,0,answer_state,file_ops_json,edit_json,test_failed,,,stop,,loop_only,1,2026-07-07T13:14:00.267321Z
15b24d3cdbc9f7935af7da2b,deepseek_clean,deepseek-v4-flash,,roadmapbench_mainmatrix_v2_deepseek_flash_30task_v3_v4_8rep_960_20260707,dsl-2.3.0-roadmap,dsl,Rust,ORM & Validation,single_shot_v3,6,,1,,1,1,1,0,1,1,0,1,,,,1,1,1,0,,1,,,,319994,8,6,0.0,,,600,373541,12166,,,648,32,,680,,,,103852,6,116018,,39,0,answer_state,file_ops_json,edit_json,test_failed,,,stop,,loop_only,1,2026-07-07T13:14:38.316904Z
76f94d74f28c4f7801e4b10c,deepseek_clean,deepseek-v4-flash,,roadmapbench_mainmatrix_v2_deepseek_flash_30task_v3_v4_8rep_960_20260707,dsl-2.3.0-roadmap,dsl,Rust,ORM & Validation,single_shot_v3,7,,,,1,0,0,,0,1,,,,,,1,1,0,,,,,,,319994,8,7,,,,600,373541,14180,,,648,32,,680,,,,103852,6,118032,,40,0,answer_state,file_ops_json,edit_json,edit_apply_failed,edit_apply_failed,edit_apply_failed,stop,,loop_only,0,2026-07-07T10:33:15.329783Z
8e34fabdcfc8c0fe6b4642b5,deepseek_clean,deepseek-v4-flash,,roadmapbench_mainmatrix_v2_deepseek_flash_30task_v3_v4_8rep_960_20260707,dsl-2.3.0-roadmap,dsl,Rust,ORM & Validation,staged_v4,0,,,0,,0,,,,,,0,,,,,0,,,,,52759,,,319994,,0,,,1266,600,,,,15291,648,32,,680,,,16557,,,,,41,,answer_state,file_ops_json,edit_json,stage1_plan_failed,stage_state_existing_files_invalid,stage1_plan_failed,,stop,loop_only,0,2026-07-07T10:32:29.960719Z
c2c94814fa675b1347ca99e8,deepseek_clean,deepseek-v4-flash,,roadmapbench_mainmatrix_v2_deepseek_flash_30task_v3_v4_8rep_960_20260707,dsl-2.3.0-roadmap,dsl,Rust,ORM & Validation,staged_v4,1,,,0,,0,,,,,,0,,,,,0,,,,,52759,,,319994,,1,,,1153,600,,,,15291,648,32,,680,,,16444,,,,,42,,answer_state,file_ops_json,edit_json,stage1_plan_failed,stage_state_existing_files_invalid,stage1_plan_failed,,stop,loop_only,0,2026-07-07T10:32:38.680624Z
d1bc0e859d1383f7b9d5cb88,deepseek_clean,deepseek-v4-flash,,roadmapbench_mainmatrix_v2_deepseek_flash_30task_v3_v4_8rep_960_20260707,dsl-2.3.0-roadmap,dsl,Rust,ORM & Validation,staged_v4,2,,,0,,0,,,,,,0,,,,,0,,,,,52759,,,319994,,2,,,2164,600,,,,15291,648,32,,680,,,17455,,,,,43,,answer_state,file_ops_json,edit_json,stage1_plan_failed,stage_state_existing_files_invalid,stage1_plan_failed,,stop,loop_only,0,2026-07-07T10:32:49.900713Z
3cd90dd1e8ac6335566d8413,deepseek_clean,deepseek-v4-flash,,roadmapbench_mainmatrix_v2_deepseek_flash_30task_v3_v4_8rep_960_20260707,dsl-2.3.0-roadmap,dsl,Rust,ORM & Validation,staged_v4,3,,,0,,0,,,,,,0,,,,,0,,,,,52759,,,319994,,3,,,1843,600,,,,15291,648,32,,680,,,17134,,,,,44,,answer_state,file_ops_json,edit_json,stage1_plan_failed,stage_state_existing_files_invalid,stage1_plan_failed,,stop,loop_only,0,2026-07-07T10:32:51.456752Z
d5605127d0001aaa231cc064,deepseek_clean,deepseek-v4-flash,,roadmapbench_mainmatrix_v2_deepseek_flash_30task_v3_v4_8rep_960_20260707,dsl-2.3.0-roadmap,dsl,Rust,ORM & Validation,staged_v4,4,,,0,,0,,,,,,0,,,,,0,,,,,52759,,,319994,,4,,,1364,600,,,,15291,648,32,,680,,,16655,,,,,45,,answer_state,file_ops_json,edit_json,stage1_plan_failed,stage_state_existing_files_invalid,stage1_plan_failed,,stop,loop_only,0,2026-07-07T10:32:59.616066Z
5821a7473d098a420bc6c169,deepseek_clean,deepseek-v4-flash,,roadmapbench_mainmatrix_v2_deepseek_flash_30task_v3_v4_8rep_960_20260707,dsl-2.3.0-roadmap,dsl,Rust,ORM & Validation,staged_v4,5,,,0,,0,,,,,,0,,,,,0,,,,,52759,,,319994,,5,,,2193,600,,,,15291,648,32,,680,,,17484,,,,,46,,answer_state,file_ops_json,edit_json,stage1_plan_failed,stage_state_existing_files_invalid,stage1_plan_failed,,stop,loop_only,0,2026-07-07T10:33:06.726668Z
c19688148550093629f79596,deepseek_clean,deepseek-v4-flash,,roadmapbench_mainmatrix_v2_deepseek_flash_30task_v3_v4_8rep_960_20260707,dsl-2.3.0-roadmap,dsl,Rust,ORM & Validation,staged_v4,6,,,0,,0,,,,,,0,,,,,0,,,,,52759,,,319994,,6,,,1708,600,,,,15291,648,32,,680,,,16999,,,,,47,,answer_state,file_ops_json,edit_json,stage1_plan_failed,stage_state_existing_files_invalid,stage1_plan_failed,,stop,loop_only,0,2026-07-07T10:33:11.263266Z
820447d3dd46db1326c9fd1e,deepseek_clean,deepseek-v4-flash,,roadmapbench_mainmatrix_v2_deepseek_flash_30task_v3_v4_8rep_960_20260707,dsl-2.3.0-roadmap,dsl,Rust,ORM & Validation,staged_v4,7,,,0,,0,,,,,,0,,,,,0,,,,,52759,,,319994,,7,,,1261,600,,,,15291,648,32,,680,,,16552,,,,,48,,answer_state,file_ops_json,edit_json,stage1_plan_failed,stage_state_existing_files_invalid,stage1_plan_failed,,stop,loop_only,0,2026-07-07T10:33:15.797426Z
